"Gennemsnitsalder efter sogn og tid"

" ","2010","2011","2012","2013"
"8526 Vester Bjerregrav (Viborg Kommune)",39.0,38.2,38.9,39.1
"8527 Klejtrup (Viborg Kommune)",39.9,40.5,40.6,40.4
"8528 Vester Tostrup (Viborg Kommune)",42.3,42.9,43.7,44.1
"8529 Roum (Viborg Kommune)",41.1,41.9,41.0,40.8
"8530 Låstrup (Viborg Kommune)",42.2,42.3,43.3,44.2
"8531 Skals (Viborg Kommune)",40.5,40.9,41.1,41.6
"8532 Ulbjerg (Viborg Kommune)",40.8,41.6,41.4,41.3
"8533 Lynderup (Viborg Kommune)",37.7,38.8,38.9,39.6
"8534 Dollerup (Viborg Kommune)",37.5,37.4,37.7,37.8
"8535 Finderup (Viborg Kommune)",35.4,36.1,37.1,37.2
"8536 Ravnstrup (Viborg Kommune)",41.4,41.2,40.8,40.0
"8537 Skjød (Favrskov Kommune)",37.3,38.0,38.5,38.6
"8538 Durup (Skive Kommune)",46.7,46.0,46.7,46.6
"8539 Tøndering (Skive Kommune)",38.6,39.4,39.8,41.2
"8540 Roslev (Skive Kommune)",42.9,43.1,43.4,44.0
"8541 Rybjerg (Skive Kommune)",36.6,36.1,37.5,37.8
"8542 Hjerk (Skive Kommune)",41.7,43.0,44.2,44.7
"8543 Harre (Skive Kommune)",41.6,40.9,41.6,42.1
"8544 Nautrup (Skive Kommune)",37.2,36.8,36.7,36.6
"8545 Vile (Skive Kommune)",39.6,41.6,41.3,43.2
"8546 Glyngøre (Skive Kommune)",45.5,46.3,47.3,47.4
"8547 Sæby (Skive Kommune)",37.4,38.9,39.1,39.3
"8548 Fur (Skive Kommune)",48.8,48.6,49.3,49.6
"8549 Rødding (Skive Kommune)",41.5,42.2,42.6,43.4
"8550 Lihme (Skive Kommune)",45.5,44.7,45.9,46.0
"8551 Balling (Skive Kommune)",44.3,44.8,45.5,45.3
"8552 Volling (Skive Kommune)",32.1,33.4,34.4,35.7
"8553 Krejbjerg (Skive Kommune)",38.5,38.5,39.6,40.6
"8554 Håsum (Skive Kommune)",37.0,37.5,39.4,40.2
"8555 Ramsing (Skive Kommune)",38.4,39.0,40.1,41.2
"8556 Lem (Skive Kommune)",40.6,41.3,41.8,41.9
"8557 Vejby (Skive Kommune)",35.9,36.0,35.9,35.3
"8558 Højslev (Skive Kommune)",41.0,40.9,41.3,41.0
"8559 Dommerby (Skive Kommune)",42.4,42.8,43.1,43.2
"8560 Lundø (Skive Kommune)",49.8,49.7,49.8,50.1
"8561 Ørslevkloster (Skive Kommune)",42.3,42.5,42.2,43.4
"8562 Ørum (Skive Kommune)",43.8,44.0,44.5,44.9
"8563 Vorde (Viborg Kommune)",37.7,38.3,38.7,39.4
"8564 Fiskbæk (Viborg Kommune)",40.8,41.0,40.7,40.9
"8565 Romlund (Viborg Kommune)",37.3,37.4,38.0,38.3
"8566 Rødding (Viborg Kommune)",36.8,36.8,37.2,37.8
"8567 Løvel (Viborg Kommune)",36.9,36.7,36.7,37.0
"8568 Pederstrup (Viborg Kommune)",36.9,37.9,39.2,40.1
"8569 Vammen (Viborg Kommune)",42.2,42.7,43.4,42.9
"8570 Lindum (Viborg Kommune)",41.7,41.9,41.5,41.5
"8571 Bigum (Viborg Kommune)",38.5,38.9,39.7,40.3
"8572 Skive (Skive Kommune)",41.1,41.2,41.3,41.5
"8573 Resen (Skive Kommune)",42.2,42.5,43.3,43.8
"8574 Hem (Skive Kommune)",38.9,39.3,40.1,40.5
"8575 Hindborg (Skive Kommune)",34.6,35.3,34.8,35.9
"8576 Dølby (Skive Kommune)",39.6,39.9,40.9,40.9
"8577 Oddense (Skive Kommune)",38.9,38.9,39.0,40.1
"8578 Otting (Skive Kommune)",35.8,36.0,35.4,34.8
"8579 Brøndum (Skive Kommune)",40.7,40.6,40.1,39.9
"8580 Hvidbjerg (Skive Kommune)",37.5,37.7,38.0,38.1
"8581 Selde (Skive Kommune)",45.0,44.5,44.8,45.6
"8582 Åsted (Skive Kommune)",36.9,37.5,38.6,40.3
"8583 Junget (Skive Kommune)",39.2,39.5,40.6,40.3
"8584 Thorum (Skive Kommune)",38.0,39.5,40.6,41.0
"8585 Grinderslev (Skive Kommune)",43.4,43.5,44.1,44.4
"8586 Grønning (Skive Kommune)",41.9,41.8,44.4,44.4
"8587 Thise (Skive Kommune)",42.0,43.1,43.1,43.8
"8588 Jebjerg (Skive Kommune)",42.0,43.4,43.3,44.0
"8589 Lyby (Skive Kommune)",38.5,38.9,39.0,39.0
"8590 Vium (Silkeborg Kommune)",36.4,36.7,36.9,37.4
"8591 Lysgård (Viborg Kommune)",35.9,36.8,37.9,37.7
"8592 Sjørslev (Silkeborg Kommune)",38.4,38.6,39.1,39.4
"8593 Almind (Viborg Kommune)",41.9,41.8,42.2,42.6
"8594 Højbjerg (Viborg Kommune)",40.5,40.6,41.5,41.9
"8595 Elsborg (Viborg Kommune)",38.6,38.5,38.1,38.7
"8596 Grønbæk (Silkeborg Kommune)",41.6,41.4,41.5,41.8
"8597 Levring (Silkeborg Kommune)",37.1,37.4,37.6,38.0
"8598 Hørup (Silkeborg Kommune)",42.9,43.1,43.1,43.2
"8599 Hinge (Silkeborg Kommune)",38.6,38.6,40.0,40.7
"8600 Vinderslev (Silkeborg Kommune)",36.5,37.0,37.0,37.8
"8601 Thorning (Silkeborg Kommune)",39.6,39.9,40.4,41.0
"8602 Frederiks (Viborg Kommune)",40.2,40.8,40.9,41.4
"8603 Karup (Viborg Kommune)",41.2,41.6,42.0,42.7
"8604 Serup (Silkeborg Kommune)",37.0,37.7,38.0,37.8
"8605 Lemming (Silkeborg Kommune)",37.4,37.4,37.5,37.8
"8606 Gødvad (Silkeborg Kommune)",36.6,36.7,37.0,37.4
"8607 Svostrup (Silkeborg Kommune)",35.6,35.7,35.7,36.4
"8608 Sejling (Silkeborg Kommune)",37.0,37.5,38.3,39.0
"8609 Sinding (Silkeborg Kommune)",37.9,38.6,38.3,38.6
"8610 Kragelund (Silkeborg Kommune)",39.5,39.8,40.6,41.1
"8611 Funder (Silkeborg Kommune)",38.0,38.3,38.5,38.7
"8612 Engesvang (Ikast-Brande Kommune)",38.5,38.4,38.6,38.7
"8613 Viborg Domsogn (Viborg Kommune)",41.5,41.6,41.3,41.4
"8614 Søndre (Viborg Kommune)",41.5,41.5,41.3,41.3
"8615 Asmild (Viborg Kommune)",39.6,39.5,40.2,40.2
"8616 Tapdrup (Viborg Kommune)",38.4,38.5,39.1,39.6
"8617 Vinkel (Viborg Kommune)",38.3,38.9,39.6,39.7
"8618 Sønder Rind (Viborg Kommune)",39.3,39.8,39.4,40.5
"8619 Vindum (Viborg Kommune)",39.2,39.5,40.1,40.8
"8621 Mammen (Viborg Kommune)",35.1,34.9,34.8,35.2
"8622 Bjerringbro (Viborg Kommune)",42.6,43.0,44.9,45.0
"8624 Lee (Viborg Kommune)",34.2,35.7,35.5,36.4
"8625 Hjorthede (Viborg Kommune)",36.9,38.1,39.2,39.0
"8626 Vester Velling (Favrskov Kommune)",37.4,38.1,38.6,39.2
"8627 Skjern (Viborg Kommune)",41.3,42.0,41.7,41.6
"8628 Øster Velling (Randers Kommune)",39.2,38.5,38.7,39.7
"8629 Helstrup (Randers Kommune)",37.1,36.8,38.1,38.4
"8630 Grensten (Randers Kommune)",37.8,38.1,38.4,38.6
"8631 Langå (Randers Kommune)",41.8,41.6,42.0,42.1
"8632 Torup (Randers Kommune)",34.8,36.2,36.6,37.0
"8633 Sønder Vinge (Favrskov Kommune)",37.7,38.8,39.0,40.0
"8634 Tjele (Viborg Kommune)",34.1,33.5,34.5,35.4
"8635 Nørre Vinge (Viborg Kommune)",42.6,42.7,43.3,44.3
"8636 Ørum (Viborg Kommune)",42.5,42.7,43.2,43.2
"8637 Viskum (Viborg Kommune)",40.7,41.4,42.8,43.7
"8638 Vejrum (Viborg Kommune)",40.0,40.7,40.1,41.2
"8639 Vorning (Viborg Kommune)",36.2,36.2,36.9,37.3
"8640 Kvorning (Viborg Kommune)",38.1,38.0,38.8,39.0
"8641 Hammershøj (Viborg Kommune)",42.2,42.5,43.0,41.6
"8642 Hillerslev (Thisted Kommune)",37.3,37.9,38.7,38.9
"8643 Kåstrup (Thisted Kommune)",32.0,31.8,32.9,33.3
"8644 Sennels (Thisted Kommune)",41.4,41.1,40.9,41.4
"8645 Hunstrup (Thisted Kommune)",35.0,34.7,35.8,36.3
"8646 Østerild (Thisted Kommune)",43.0,42.8,42.9,42.9
"8647 Hjardemål (Thisted Kommune)",40.7,42.2,42.2,41.3
"8648 Vestervig (Thisted Kommune)",42.8,43.2,43.5,44.1
"8649 Agger (Thisted Kommune)",46.2,46.4,47.7,49.5
"8650 Hurup (Thisted Kommune)",46.1,45.6,45.8,46.3
"8651 Boddum (Thisted Kommune)",49.5,50.8,50.7,50.6
"8652 Ydby (Thisted Kommune)",39.1,40.0,41.1,41.5
"8653 Helligsø (Thisted Kommune)",41.2,41.5,41.7,42.6
"8654 Gettrup (Thisted Kommune)",43.0,43.4,44.3,46.3
"8655 Hvidbjerg (Struer Kommune)",43.5,43.7,43.9,43.8
"8656 Lyngs (Struer Kommune)",38.8,38.6,40.4,40.1
"8657 Søndbjerg (Struer Kommune)",41.5,43.1,44.5,47.4
"8658 Odby (Struer Kommune)",45.4,45.8,46.9,48.2
"8659 Jegindø (Struer Kommune)",49.1,49.2,49.9,50.4
"8660 Snedsted (Thisted Kommune)",41.8,42.9,42.4,42.5
"8661 Nørhå (Thisted Kommune)",45.4,41.1,41.7,40.6
"8662 Sønderhå (Thisted Kommune)",38.6,38.1,39.5,40.8
"8663 Hørsted (Thisted Kommune)",34.4,34.6,36.0,34.9
"8664 Harring (Thisted Kommune)",38.9,38.3,39.0,39.1
"8665 Stagstrup (Thisted Kommune)",44.8,46.0,46.4,47.0
"8666 Skyum (Thisted Kommune)",35.8,36.7,37.2,38.0
"8667 Hørdum (Thisted Kommune)",43.0,42.8,43.2,43.8
"8668 Sejerslev (Morsø Kommune)",43.9,44.0,44.1,44.5
"8669 Ejerslev (Morsø Kommune)",42.8,44.0,44.9,44.6
"8670 Jørsby (Morsø Kommune)",38.1,37.8,37.5,36.7
"8671 Flade (Morsø Kommune)",43.4,44.3,44.1,45.2
"8672 Bjergby (Morsø Kommune)",41.5,41.7,42.2,42.5
"8673 Alsted (Morsø Kommune)",40.0,39.3,39.7,39.9
"8674 Sønder Dråby (Morsø Kommune)",48.8,48.4,48.8,48.7
"8675 Solbjerg (Morsø Kommune)",39.6,40.2,40.2,40.4
"8676 Sundby (Morsø Kommune)",43.1,44.2,43.8,43.9
"8677 Dragstrup (Morsø Kommune)",38.8,39.0,40.6,40.9
"8678 Skallerup (Morsø Kommune)",37.5,36.4,37.9,37.8
"8679 Galtrup (Morsø Kommune)",37.6,38.2,38.9,37.8
"8680 Øster Jølby (Morsø Kommune)",49.2,48.6,49.5,48.8
"8681 Tødsø (Morsø Kommune)",38.9,38.6,39.6,39.7
"8682 Erslev (Morsø Kommune)",42.2,42.7,42.1,43.1
"8683 Hassing (Thisted Kommune)",37.5,38.6,38.8,40.5
"8684 Villerslev (Thisted Kommune)",40.2,41.6,42.2,42.9
"8685 Visby (Thisted Kommune)",44.2,45.1,46.7,47.6
"8686 Heltborg (Thisted Kommune)",39.9,41.3,41.5,42.2
"8687 Bedsted (Thisted Kommune)",42.2,42.5,43.1,42.5
"8688 Grurup (Thisted Kommune)",38.5,38.4,38.7,39.3
"8689 Hvidbjerg Vesten Å (Thisted Kommune)",46.2,47.4,46.7,48.3
"8690 Ørum (Thisted Kommune)",38.5,38.2,39.8,41.1
"8691 Lodbjerg (Thisted Kommune)",37.6,40.0,41.6,37.8
"8692 Nykøbing M (Morsø Kommune)",44.9,45.1,45.1,45.7
"8693 Lødderup (Morsø Kommune)",40.8,41.6,42.5,43.2
"8694 Elsø (Morsø Kommune)",34.0,33.9,33.3,34.0
"8695 Frøslev (Morsø Kommune)",38.8,39.0,39.2,38.6
"8696 Mollerup (Morsø Kommune)",39.1,41.8,41.1,42.3
"8697 Tæbring (Morsø Kommune)",44.3,45.4,44.7,45.6
"8698 Ovtrup (Morsø Kommune)",36.6,36.8,37.1,39.0
"8699 Rakkeby (Morsø Kommune)",37.5,37.1,39.6,41.2
"8700 Karby (Morsø Kommune)",45.2,45.7,45.7,46.6
"8701 Redsted (Morsø Kommune)",41.7,42.5,42.8,42.5
"8702 Hvidbjerg (Morsø Kommune)",44.6,43.6,44.9,45.3
"8703 Vejerslev (Morsø Kommune)",40.1,40.7,40.1,40.1
"8704 Blidstrup (Morsø Kommune)",38.0,38.0,39.5,41.6
"8705 Ljørslev (Morsø Kommune)",37.4,37.9,39.5,40.9
"8706 Ørding (Morsø Kommune)",42.5,43.3,43.9,45.0
"8707 Øster Assels (Morsø Kommune)",46.5,47.5,46.8,47.0
"8708 Vester Assels (Morsø Kommune)",45.8,45.5,46.2,48.6
"8709 Kollerup (Jammerbugt Kommune)",45.3,43.1,45.6,46.3
"8710 Hjortdal (Jammerbugt Kommune)",42.8,42.0,42.1,42.4
"8711 Klim (Jammerbugt Kommune)",39.6,39.7,40.6,40.7
"8712 Vester Torup (Jammerbugt Kommune)",41.2,41.7,42.0,42.0
"8713 Vust (Jammerbugt Kommune)",42.3,42.4,42.9,45.0
"8714 Tømmerby (Thisted Kommune)",42.9,42.8,43.6,44.3
"8715 Lild (Thisted Kommune)",44.9,46.6,45.9,49.1
"8716 Kettrup (Jammerbugt Kommune)",37.8,38.4,39.7,39.7
"8717 Gøttrup (Jammerbugt Kommune)",35.5,35.6,35.7,36.4
"8718 Øsløs (Thisted Kommune)",41.7,42.5,42.4,42.4
"8719 Vesløs (Thisted Kommune)",42.1,42.5,43.1,44.2
"8720 Arup (Thisted Kommune)",45.9,47.1,47.9,47.9
"8721 Thisted (Thisted Kommune)",41.9,42.0,42.0,42.2
"8722 Tilsted (Thisted Kommune)",41.8,42.2,42.6,43.3
"8723 Skinnerup (Thisted Kommune)",35.1,34.3,35.1,34.4
"8724 Sjørring (Thisted Kommune)",39.2,39.6,39.6,39.8
"8725 Thorsted (Thisted Kommune)",33.2,35.2,35.9,35.7
"8726 Skjoldborg (Thisted Kommune)",39.9,40.5,40.5,41.2
"8727 Kallerup (Thisted Kommune)",34.7,35.9,36.5,37.1
"8728 Hundborg (Thisted Kommune)",43.2,43.2,43.1,43.8
"8729 Jannerup (Thisted Kommune)",39.9,40.9,42.9,42.3
"8730 Vang (Thisted Kommune)",42.0,42.3,42.9,43.1
"8731 Ræhr (Thisted Kommune)",41.8,41.2,41.6,41.2
"8732 Hansted (Thisted Kommune)",39.6,40.1,40.9,41.4
"8733 Vigsø (Thisted Kommune)",45.0,43.2,43.2,44.6
"8734 Nors (Thisted Kommune)",40.5,40.2,40.9,41.2
"8735 Tved (Thisted Kommune)",39.8,39.9,39.6,41.3
"8736 Vester Vandet (Thisted Kommune)",42.0,42.9,42.8,42.5
"8737 Øster Vandet (Thisted Kommune)",37.1,36.6,36.5,36.7
"8738 Skovlund (Varde Kommune)",40.9,40.7,41.1,41.7
"8739 Husby (Holstebro Kommune, Ringkøbing-Skjern Kommune)",50.7,52.0,50.7,51.8
"8740 Sønder Nissum (Holstebro Kommune)",47.1,48.0,48.0,48.5
"8741 Staby (Holstebro Kommune)",37.5,38.5,39.9,40.8
"8742 Ulfborg (Holstebro Kommune)",44.0,44.2,44.9,45.0
"8743 Idom (Holstebro Kommune)",37.1,38.0,39.0,38.9
"8744 Råsted (Holstebro Kommune)",41.3,41.9,42.3,42.7
"8745 Nørre Felding (Holstebro Kommune)",35.7,36.5,36.6,37.0
"8746 Tvis (Holstebro Kommune)",35.7,35.8,36.2,36.0
"8747 Vinding (Herning Kommune)",37.7,37.8,38.0,38.3
"8748 Vind (Herning Kommune)",36.6,37.0,37.6,37.9
"8749 Ringkøbing (Ringkøbing-Skjern Kommune)",44.2,44.9,45.5,46.2
"8750 Rindum (Ringkøbing-Skjern Kommune)",37.5,37.7,38.0,38.3
"8751 Velling (Ringkøbing-Skjern Kommune)",39.9,40.0,40.6,41.3
"8752 Hee (Ringkøbing-Skjern Kommune)",35.7,36.5,37.1,37.7
"8753 No (Ringkøbing-Skjern Kommune)",37.3,37.4,38.0,38.0
"8754 Nørre Omme (Herning Kommune, Ringkøbing-Skjern Kommune)",39.5,39.4,40.0,40.4
"8755 Brejning (Ringkøbing-Skjern Kommune)",39.1,40.5,40.6,40.9
"8756 Torsted (Ringkøbing-Skjern Kommune)",37.5,38.2,38.5,38.9
"8757 Hover (Ringkøbing-Skjern Kommune)",39.7,39.5,40.4,40.4
"8758 Stadil (Ringkøbing-Skjern Kommune)",42.9,42.9,43.0,43.1
"8759 Tim (Ringkøbing-Skjern Kommune)",40.8,40.3,40.8,41.5
"8760 Madum (Holstebro Kommune)",32.7,33.0,33.8,34.3
"8761 Vedersø (Ringkøbing-Skjern Kommune)",45.1,46.2,45.7,46.2
"8762 Holmsland Klit (Ringkøbing-Skjern Kommune)",41.4,43.3,0.0,0.0
"8763 Ny (Ringkøbing-Skjern Kommune)",42.6,43.3,44.6,45.4
"8764 Gammel (Ringkøbing-Skjern Kommune)",42.3,42.8,43.4,44.2
"8765 Skjern (Ringkøbing-Skjern Kommune)",41.3,41.4,41.4,41.6
"8766 Vorgod (Ringkøbing-Skjern Kommune)",36.5,37.7,37.8,38.5
"8767 Nørre Vium (Ringkøbing-Skjern Kommune)",35.0,35.2,35.4,36.4
"8768 Herborg (Ringkøbing-Skjern Kommune)",40.6,40.7,41.5,42.6
"8769 Videbæk (Ringkøbing-Skjern Kommune)",43.0,43.2,43.5,44.0
"8770 Sønder Lem (Ringkøbing-Skjern Kommune)",39.9,38.3,38.3,38.0
"8771 Ølstrup (Ringkøbing-Skjern Kommune)",38.0,37.6,38.2,39.1
"8772 Dejbjerg (Ringkøbing-Skjern Kommune)",40.2,41.0,41.5,42.3
"8773 Hanning (Ringkøbing-Skjern Kommune)",37.0,38.2,37.8,37.6
"8774 Stauning (Ringkøbing-Skjern Kommune)",39.7,40.5,41.5,42.4
"8775 Bølling (Ringkøbing-Skjern Kommune)",39.4,40.4,40.9,41.4
"8776 Sædding (Ringkøbing-Skjern Kommune)",37.2,37.7,37.9,37.7
"8777 Sønder Borris (Ringkøbing-Skjern Kommune)",39.7,40.2,40.1,40.3
"8778 Faster (Ringkøbing-Skjern Kommune)",34.7,35.0,35.7,36.3
"8779 Sønder Bork (Ringkøbing-Skjern Kommune)",41.2,42.1,43.3,43.0
"8780 Nørre Bork (Ringkøbing-Skjern Kommune)",42.4,42.9,44.8,46.0
"8781 Hemmet (Ringkøbing-Skjern Kommune)",42.4,43.0,43.2,43.8
"8782 Sønder Vium (Ringkøbing-Skjern Kommune)",35.2,35.9,36.7,37.2
"8783 Lønborg (Ringkøbing-Skjern Kommune)",37.7,38.5,40.2,40.1
"8784 Egvad (Ringkøbing-Skjern Kommune)",32.3,32.5,33.1,33.8
"8785 Ådum (Ringkøbing-Skjern Kommune)",36.2,37.1,37.6,38.1
"8786 Hoven (Ringkøbing-Skjern Kommune)",41.3,42.3,42.4,43.2
"8787 Strellev (Varde Kommune)",37.8,37.8,38.6,39.4
"8788 Lyne (Ringkøbing-Skjern Kommune)",39.2,40.0,41.3,41.1
"8789 Herning (Herning Kommune)",42.6,42.5,42.4,42.3
"8790 Sankt Johannes (Herning Kommune)",41.5,41.6,41.6,41.5
"8791 Fredens (Herning Kommune)",39.7,39.7,39.6,39.5
"8792 Aulum (Herning Kommune)",40.2,40.1,40.5,40.7
"8793 Hodsager (Herning Kommune)",38.0,37.8,38.3,38.8
"8794 Vildbjerg (Herning Kommune)",39.7,39.7,40.0,40.1
"8795 Nøvling (Herning Kommune)",36.9,37.8,38.4,39.0
"8796 Timring (Herning Kommune)",36.4,37.5,37.5,38.1
"8797 Ørre (Herning Kommune)",0.0,0.0,0.0,0.0
"8798 Sinding (Herning Kommune)",0.0,0.0,0.0,0.0
"8799 Gjellerup (Herning Kommune)",37.3,37.5,37.8,38.2
"8800 Sunds (Herning Kommune)",39.8,40.3,40.6,41.2
"8801 Ilskov (Herning Kommune, Ikast-Brande Kommune)",37.7,37.7,38.0,38.3
"8802 Ikast (Ikast-Brande Kommune)",40.8,41.3,41.4,41.7
"8803 Rind (Herning Kommune)",38.2,38.4,38.4,38.3
"8804 Snejbjerg (Herning Kommune)",39.1,39.5,39.7,40.1
"8805 Tjørring (Herning Kommune)",39.5,39.5,39.6,40.1
"8806 Studsgård (Herning Kommune)",35.5,35.6,35.7,36.2
"8807 Haunstrup (Herning Kommune)",40.4,40.8,41.4,42.3
"8808 Sønder Felding (Herning Kommune)",41.1,41.4,41.8,42.5
"8809 Assing (Herning Kommune)",40.0,40.2,40.5,40.6
"8810 Skarrild (Herning Kommune)",36.7,38.0,38.9,38.8
"8811 Arnborg (Herning Kommune)",39.7,41.1,41.8,42.1
"8812 Bording (Ikast-Brande Kommune)",40.7,41.7,41.9,42.0
"8813 Holstebro (Holstebro Kommune)",42.4,42.7,42.7,43.0
"8814 Måbjerg (Holstebro Kommune)",38.8,40.8,41.4,41.8
"8815 Nørrelands (Holstebro Kommune)",37.8,37.7,37.5,37.4
"8816 Struer (Struer Kommune)",42.5,43.0,43.3,43.7
"8817 Gimsing (Struer Kommune)",42.0,42.1,42.7,43.5
"8818 Vejrum (Struer Kommune)",38.5,38.8,39.6,39.7
"8819 Mejrup (Holstebro Kommune)",36.5,37.0,37.3,37.4
"8820 Hjerm (Struer Kommune)",38.0,38.7,39.2,39.6
"8821 Borbjerg (Holstebro Kommune)",37.1,36.7,36.8,37.2
"8822 Ølby (Struer Kommune)",39.2,39.3,40.0,41.3
"8823 Asp (Struer Kommune)",40.5,40.0,40.4,40.7
"8824 Fousing (Struer Kommune)",38.3,38.7,38.5,40.3
"8825 Naur (Holstebro Kommune)",37.0,37.6,38.1,38.7
"8826 Sir (Holstebro Kommune)",38.9,39.5,41.4,41.4
"8827 Gørding (Holstebro Kommune)",35.5,35.1,35.2,36.4
"8828 Vemb (Holstebro Kommune)",43.2,43.1,43.7,43.8
"8829 Bur (Holstebro Kommune)",39.9,41.0,39.2,41.0
"8830 Estvad (Skive Kommune)",38.9,39.4,40.0,41.2
"8831 Rønbjerg (Skive Kommune)",39.5,39.6,39.5,40.2
"8832 Sahl (Holstebro Kommune)",43.2,37.9,38.3,39.2
"8833 Ejsing (Holstebro Kommune)",39.3,39.8,39.7,40.9
"8834 Ryde (Holstebro Kommune)",37.8,38.9,39.3,39.4
"8835 Handbjerg (Holstebro Kommune)",37.6,39.2,40.0,40.1
"8836 Sevel (Holstebro Kommune)",41.4,43.1,43.6,42.9
"8837 Haderup (Herning Kommune)",40.0,41.8,41.9,42.4
"8838 Grove (Herning Kommune)",41.9,42.2,41.3,40.8
"8839 Simmelkær (Herning Kommune)",38.2,38.0,38.4,38.9
"8840 Lemvig (Lemvig Kommune)",47.3,47.2,47.4,47.5
"8841 Nørlem (Lemvig Kommune)",40.6,41.3,42.2,42.8
"8842 Nørre Nissum (Lemvig Kommune)",37.9,38.5,39.0,39.9
"8843 Tørring (Lemvig Kommune)",41.7,42.5,42.6,43.8
"8844 Heldum (Lemvig Kommune)",42.8,43.1,42.8,42.9
"8845 Lomborg (Lemvig Kommune)",37.6,37.8,38.4,38.9
"8846 Rom (Lemvig Kommune)",37.4,37.1,37.1,37.4
"8847 Bøvling (Lemvig Kommune)",42.8,43.6,44.1,45.1
"8848 Flynder (Lemvig Kommune)",42.6,43.1,43.6,43.9
"8849 Møborg (Lemvig Kommune)",36.6,37.0,37.9,38.2
"8850 Nees (Lemvig Kommune)",41.3,41.6,42.5,43.1
"8851 Gudum (Lemvig Kommune)",40.7,41.1,41.5,41.3
"8852 Fabjerg (Lemvig Kommune)",37.2,38.0,37.7,38.6
"8853 Resen (Struer Kommune)",39.1,39.5,39.3,39.8
"8854 Humlum (Struer Kommune)",40.9,41.6,42.2,42.8
"8855 Venø (Struer Kommune)",46.8,47.9,47.8,48.2
"8856 Harboøre (Lemvig Kommune)",42.7,43.3,43.5,44.2
"8857 Engbjerg (Lemvig Kommune)",40.1,40.3,42.1,43.2
"8858 Thyborøn (Lemvig Kommune)",41.8,42.0,42.7,43.2
"8859 Hygum (Lemvig Kommune)",41.7,42.0,41.9,44.5
"8860 Hove (Lemvig Kommune)",38.2,38.7,38.6,39.0
"8861 Vandborg (Lemvig Kommune)",39.8,40.1,40.1,41.1
"8862 Ferring (Lemvig Kommune)",49.2,51.1,54.6,53.8
"8863 Dybe (Lemvig Kommune)",40.1,40.9,43.7,44.2
"8864 Ramme (Lemvig Kommune)",43.5,43.9,44.1,43.8
"8865 Fjaltring (Lemvig Kommune)",47.8,48.7,49.0,49.5
"8866 Trans (Lemvig Kommune)",38.7,44.6,43.8,38.9
"8867 Thorstrup (Varde Kommune)",38.5,38.6,39.1,38.8
"8868 Horne (Varde Kommune)",38.9,38.9,39.1,39.8
"8869 Hodde (Varde Kommune)",39.7,40.0,39.2,39.1
"8870 Tistrup (Varde Kommune)",39.2,39.8,40.2,40.8
"8871 Ølgod (Varde Kommune)",41.6,42.1,42.5,42.8
"8872 Ansager (Varde Kommune)",41.6,42.1,41.8,42.0
"8873 Varde (Varde Kommune)",41.8,41.9,42.1,42.6
"8874 Janderup (Varde Kommune)",38.6,38.9,39.7,40.3
"8875 Billum (Varde Kommune)",37.4,37.8,38.3,39.2
"8876 Lunde (Varde Kommune)",37.8,38.1,38.7,39.4
"8877 Ovtrup (Varde Kommune)",40.4,40.8,41.3,41.3
"8878 Kvong (Varde Kommune)",35.6,35.2,35.7,37.0
"8879 Nørre Nebel (Varde Kommune)",45.6,45.0,46.0,45.7
"8880 Lydum (Varde Kommune)",37.7,37.1,36.9,37.8
"8881 Henne (Varde Kommune)",41.0,41.7,42.5,43.6
"8882 Lønne (Varde Kommune)",49.9,50.4,50.8,51.5
"8883 Ål (Varde Kommune)",41.3,41.8,0.0,0.0
"8884 Ho (Varde Kommune)",46.3,47.4,47.6,48.7
"8885 Oksby (Varde Kommune)",52.8,53.4,55.7,55.9
"8886 Ribe Domsogn (Esbjerg Kommune)",44.2,44.4,45.0,45.1
"8887 Seem (Esbjerg Kommune)",40.4,40.8,40.6,41.0
"8888 Sankt Katharine (Esbjerg Kommune)",41.8,42.0,42.5,43.3
"8889 Obbekær (Esbjerg Kommune)",36.6,38.2,38.8,38.8
"8890 Hjortlund (Esbjerg Kommune)",38.3,40.0,39.2,39.5
"8891 Kalvslund (Esbjerg Kommune)",38.6,40.2,40.2,41.1
"8892 Vester Vedsted (Esbjerg Kommune)",38.9,39.3,39.1,39.1
"8893 Farup (Esbjerg Kommune)",37.7,37.9,38.1,38.9
"8894 Mandø (Esbjerg Kommune)",46.8,47.3,47.6,51.1
"8895 Gørding (Esbjerg Kommune, Vejen Kommune)",38.4,38.9,39.4,39.7
"8896 Vejrup (Esbjerg Kommune)",39.6,39.9,39.8,40.2
"8897 Åstrup (Vejen Kommune)",38.4,38.0,38.6,38.6
"8898 Vester Starup (Varde Kommune)",40.0,40.4,40.6,41.6
"8899 Darum (Esbjerg Kommune)",37.5,38.2,38.5,39.0
"8900 Bramming (Esbjerg Kommune)",40.0,40.3,40.8,41.0
"8901 Vilslev (Esbjerg Kommune)",37.6,38.0,37.7,38.9
"8902 Hunderup (Esbjerg Kommune)",36.1,37.2,37.8,38.1
"8903 Jernved (Esbjerg Kommune)",40.6,40.8,41.1,40.6
"8904 Aalestrup (Vesthimmerlands Kommune)",43.8,43.8,44.0,44.3
"8905 Vor Frelsers (Esbjerg Kommune)",39.5,39.2,39.5,39.7
"8906 Zions (Esbjerg Kommune)",39.7,39.6,39.3,39.1
