SOGNEKODE;ANTAL.IKKEBESK;SOGNENAVN;KOMNAVN;INDKOMST.BESK;INDKOMST.IKKEBESK;INDKOMST.STUD;INDKOMST.ALLE;INDKOMST.GNS.BESK;INDKOMST.GNS.IKKEBESK;INDKOMST.GNS.STUD;INDKOMST.GNS.ALLE;ANTAL.BESK;ANTAL.STUD;ANTAL.ALLE;KOM.INDKOMST.GNS.BESK;KOM.INDKOMST.GNS.IKKEBESK;KOM.INDKOMST.GNS.STUD;KOM.INDKOMST.GNS.ALLE
7142;3740;Strandmarks Sogn;Hvidovre;441920;224308;182329;347410;498447;238393;206355;393045;6320;470;10520;465915;233650;176099;364923
7143;3400;Risbjerg Sogn;Hvidovre;420672;228321;148292;311637;468575;233243;168525;354567;4670;640;8710;465915;233650;176099;364923
7144;2440;Brøndbyvester Sogn;Brøndby;419819;221797;173385;336669;450098;232410;192712;359234;3970;310;6710;425192;223484;187700;327794
7145;1830;Brøndbyøster Sogn;Brøndby;406129;227993;184582;305825;445485;240105;198553;343549;2180;230;4240;425192;223484;187700;327794
7146;3900;Avedøre Sogn;Hvidovre;412962;217375;166432;327949;443216;228934;179829;354038;6670;610;11180;465915;233650;176099;364923
7147;6150;Glostrup Sogn;Glostrup;418373;223397;170427;327149;460838;234423;188582;363840;9970;980;17100;460582;234001;188489;363337
7148;2260;Herstedøster Sogn;Albertslund;428807;224415;135463;330899;461983;244877;149395;352207;3870;900;7020;431038;230586;161809;330082
7149;3850;Vallensbæk Sogn;Vallensbæk;439777;219691;155909;355591;497996;246874;186025;399797;7150;530;11530;497500;246223;186533;399184
7150;150;Torslunde Sogn;Ishøj;483613;231633;141900;393864;541405;267013;154062;448598;390;30;570;410470;220149;178101;323360
7151;6070;Ishøj Sogn;Ishøj;378035;211254;164162;289400;404934;219902;179089;319595;8630;930;15640;410470;220149;178101;323360
7152;3120;Høje Tåstrup Sogn;Høje-Taastrup;380989;211822;159228;289266;412084;220052;174911;325022;4820;610;8560;445787;231412;182104;353393
7153;4180;Tåstrup Nykirke Sogn;Høje-Taastrup;401355;212847;165475;304114;444045;239805;177731;349416;5790;520;10490;445787;231412;182104;353393
7154;4410;Værløse Sogn;Furesø;532636;254974;164096;406573;641558;320861;198514;507554;6730;260;11400;630567;305045;202582;500456
7155;2400;Herstedvester Sogn;Albertslund;416312;218493;159102;324347;443204;234704;190795;351047;3540;300;6230;431038;230586;161809;330082
7156;5550;Roskilde Domsogn;Roskilde;439108;235995;155081;323207;537438;262174;172139;400693;7990;1420;14960;539348;272041;170875;422507
7157;2220;Roskilde Søndre Sogn;Roskilde;420824;221509;151647;301215;468472;234478;161305;348599;3720;1030;6970;539348;272041;170875;422507
7158;250;Vor Frue Sogn;Roskilde;428670;208012;136674;365097;482751;230845;161666;395296;650;70;960;539348;272041;170875;422507
7159;3330;Sankt Jørgensbjerg Sogn;Roskilde;441068;231966;168577;321252;503119;242021;188721;379111;4230;360;7920;539348;272041;170875;422507
7160;2890;Himmelev Sogn;Roskilde;522167;251540;135373;400810;647828;377396;153054;512791;5500;980;9360;539348;272041;170875;422507
7161;120;Hvedstrup Sogn;Roskilde;455979;205814;217951;395860;586509;239882;199764;483913;300;10;430;539348;272041;170875;422507
7162;900;Fløng Sogn;Høje-Taastrup;441325;213937;180097;378586;484022;246100;201656;406873;2090;80;3070;445787;231412;182104;353393
7163;140;Herslev Sogn;Lejre;458839;219973;142647;371550;690997;322815;182889;566949;310;10;460;513955;250009;215325;412039
7164;570;Gevninge Sogn;Lejre;457351;220564;163078;354973;546621;244427;193373;422464;870;30;1470;513955;250009;215325;412039
7165;50;Kornerup Sogn;Lejre;442462;214544;0;358449;585088;233500;0;469024;110;0;160;513955;250009;215325;412039
7166;1210;Svogerslev Sogn;Roskilde;467227;230093;181388;370870;543516;277151;199648;432518;1840;70;3130;539348;272041;170875;422507
7167;580;Ågerup Sogn;Roskilde;463763;221502;173858;364778;546328;252399;179426;433323;1000;30;1610;539348;272041;170875;422507
7168;120;Kirkerup Sogn;Roskilde;456416;218308;213499;388010;521181;287716;203835;455434;380;20;510;539348;272041;170875;422507
7169;2310;Jyllinge Sogn;Roskilde;479623;224961;194812;404007;559398;287156;221722;465504;4780;150;7240;539348;272041;170875;422507
7170;650;Gundsømagle Sogn;Roskilde;449798;218617;183466;383108;495367;242889;202103;413011;1460;50;2160;539348;272041;170875;422507
7171;590;Osted Sogn;Lejre;421963;205039;215159;354770;483768;226563;210904;394344;1200;50;1840;513955;250009;215325;412039
7172;370;Allerslev Sogn;Lejre;511665;251342;189615;403892;633330;300749;240740;498482;570;20;960;513955;250009;215325;412039
7173;1250;Kirke Hvalsø Sogn;Lejre;452510;229028;195618;356860;516180;248783;209872;406328;1960;100;3300;513955;250009;215325;412039
7174;130;Særløse Sogn;Lejre;445291;194898;282476;360415;564292;240557;264272;456802;280;10;420;513955;250009;215325;412039
7175;690;Kirke Saaby Sogn;Lejre;439297;214844;215291;358306;480442;232054;239067;389251;1300;60;2060;513955;250009;215325;412039
7176;50;Kisserup Sogn;Lejre;471641;213607;0;369226;498252;273786;0;416824;110;0;170;513955;250009;215325;412039
7177;740;Rye Sogn;Lejre;424292;223754;193675;343627;487044;245970;206315;388785;1150;40;1930;513955;250009;215325;412039
7178;370;Kirke Sonnerup Sogn;Lejre;427295;204242;170552;354813;453114;250206;215249;380293;710;20;1100;513955;250009;215325;412039
7179;870;Kirke Hyllinge Sogn;Lejre;416589;217570;202547;328333;457954;231874;210879;364036;1300;50;2220;513955;250009;215325;412039
7180;300;Lyndby Sogn;Lejre;444001;230741;248022;364035;540581;294669;232886;446567;540;30;860;513955;250009;215325;412039
7181;370;Sæby Sogn;Lejre;416356;215389;162958;325940;464761;257514;216567;372543;490;10;870;513955;250009;215325;412039
7182;160;Gershøj Sogn;Lejre;429171;222452;0;343149;525347;240319;0;406720;230;0;390;513955;250009;215325;412039
7184;540;Sengeløse Sogn;Høje-Taastrup;457283;211079;176749;385543;515719;242202;217378;429416;1260;40;1840;445787;231412;182104;353393
7185;240;Ledøje Sogn;Egedal;508746;246080;0;403235;617782;282437;0;499594;450;0;690;526112;261423;197663;433535
7186;2150;Smørum Sogn;Egedal;484699;231793;166973;407375;540631;270448;198261;453224;5080;200;7420;526112;261423;197663;433535
7187;4210;Ballerup Sogn;Ballerup;447534;234923;162770;335406;517295;249140;186048;396063;5980;510;10690;496775;241677;183759;379957
7188;2070;Måløv Sogn;Ballerup;479742;235864;187708;387137;553412;260730;211439;444779;3870;170;6110;496775;241677;183759;379957
7189;3770;Skovlunde Sogn;Ballerup;438148;228541;157472;329492;492273;243406;171753;376551;5350;580;9700;496775;241677;183759;379957
7190;2790;Tårnby Sogn;Tårnby;435916;220042;168397;349286;475218;240444;190453;380859;4620;230;7650;468231;240948;195183;376191
7191;3260;Kastrup Sogn;Tårnby;402325;226734;169546;302527;422081;233032;187149;330379;4140;430;7830;468231;240948;195183;376191
7192;2360;Store Magleby Sogn;Dragør;498816;237195;175760;411784;610074;295983;195399;496334;4490;130;6980;615066;307977;214400;490974
7193;1560;Dragør Sogn;Dragør;478725;239720;202145;339890;629193;327779;257153;481670;1720;60;3330;615066;307977;214400;490974
7194;2810;Greve Sogn;Greve;448506;234127;169954;361994;524512;260598;191166;418535;4670;220;7710;509230;254184;197020;404525
7195;5520;Kildebrønde Sogn;Greve;416770;222302;160685;310744;472409;235071;186199;361022;7220;630;13370;509230;254184;197020;404525
7196;340;Reerslev Sogn;Høje-Taastrup;460587;215369;212699;410738;548517;263165;236633;468078;950;30;1330;445787;231412;182104;353393
7197;550;Vindinge Sogn;Roskilde;477902;227140;199157;414018;560325;257135;211458;466851;1350;40;1940;539348;272041;170875;422507
7198;240;Snoldelev Sogn;Roskilde;442487;202487;155478;385369;486555;234361;183381;416250;700;30;960;539348;272041;170875;422507
7199;1340;Tune Sogn;Greve;447852;218721;179154;373278;508548;236494;196905;410509;2570;90;4000;509230;254184;197020;404525
7200;740;Karlslunde Sogn;Greve;459547;228006;160426;375410;508530;259656;189418;411102;1270;50;2060;509230;254184;197020;404525
7201;510;Karlstrup Sogn;Solrød;479458;230633;161630;412883;693762;275979;184910;562728;1400;100;2010;581053;262113;207442;461405
7202;1040;Havdrup Sogn;Solrød;429613;215439;175381;358213;478546;234529;200885;391121;2080;100;3230;581053;262113;207442;461405
7203;2160;Solrød Sogn;Solrød;481576;231537;182794;390163;618290;282267;215885;493521;4010;150;6320;581053;262113;207442;461405
7204;1770;Jersie Sogn;Solrød;447409;232096;181150;345190;550858;250937;216893;423936;2670;160;4600;581053;262113;207442;461405
7205;60;Kirke Skensved Sogn;Solrød;442851;221174;0;391494;505195;236345;0;432863;170;0;230;581053;262113;207442;461405
7206;2820;Køge Sogn;Køge;450548;227783;169931;347825;548499;269843;181117;426061;4300;350;7480;482312;238786;189483;379634
7207;1020;Ølsemagle Sogn;Køge;423149;204851;174481;356272;463524;229121;199416;379330;2090;130;3240;482312;238786;189483;379634
7208;330;Rorup Sogn;Lejre;514503;267161;161934;446228;610124;304972;215742;512768;770;30;1120;513955;250009;215325;412039
7209;240;Glim Sogn;Lejre;434964;192367;186013;358586;489091;215835;202468;397031;550;30;830;513955;250009;215325;412039
7210;430;Gadstrup Sogn;Roskilde;445833;228147;255567;389298;509777;272911;268625;438846;1050;20;1500;539348;272041;170875;422507
7211;1140;Syv Sogn;Roskilde;439824;229941;169997;352133;487156;251172;191060;389746;1780;80;2990;539348;272041;170875;422507
7212;50;Ørsted Sogn;Roskilde;440314;215024;194668;398949;489931;245760;207326;427894;210;20;270;539348;272041;170875;422507
7213;300;Dåstrup Sogn;Roskilde;453005;205778;249477;396599;505514;228679;227226;425793;810;30;1140;539348;272041;170875;422507
7214;1110;Borup Sogn;Køge;405134;226852;180222;317642;445963;238372;196658;354612;1600;110;2820;482312;238786;189483;379634
7215;90;Kimmerslev Sogn;Køge;444257;204170;0;356605;468655;227291;0;380858;170;0;260;482312;238786;189483;379634
7216;880;Ejby Sogn;Køge;449929;224433;203595;371706;509340;248408;214712;416538;1740;70;2690;482312;238786;189483;379634
7217;390;Nørre Dalby Sogn;Køge;458406;219731;214785;393713;521022;241178;208079;434823;980;40;1400;482312;238786;189483;379634
7218;2220;Højelse Sogn;Køge;411796;216748;166287;307457;455931;222647;179449;348658;3220;390;5830;482312;238786;189483;379634
7219;590;Ubby Sogn;Kalundborg;405356;211071;193182;305323;433370;224613;216032;341417;800;40;1430;449573;231549;198314;344620
7220;460;Svallerup Sogn;Kalundborg;403891;200140;172164;282927;445680;231278;200939;337242;480;30;960;449573;231549;198314;344620
7221;120;Store Fuglede Sogn;Kalundborg;415937;207800;160341;338766;454131;224784;234969;368993;220;10;350;449573;231549;198314;344620
7222;190;Lille Fuglede Sogn;Kalundborg;404064;198973;228558;331199;449089;237060;230479;365470;320;20;520;449573;231549;198314;344620
7223;140;Sæby Sogn;Kalundborg;394213;197422;232588;324632;412881;390302;249794;398937;250;20;410;449573;231549;198314;344620
7224;50;Hallenslev Sogn;Kalundborg;393622;204261;0;328920;388656;244591;0;337376;120;0;180;449573;231549;198314;344620
7225;150;Buerup Sogn;Kalundborg;398149;208531;0;322301;500852;250191;0;402919;240;0;400;449573;231549;198314;344620
7226;110;Reerslev Sogn;Kalundborg;388438;227984;187357;341936;397835;259770;188045;352662;260;10;370;449573;231549;198314;344620
7227;620;Ruds Vedby Sogn;Sorø;370087;204671;170597;287003;432787;215256;193832;336203;860;50;1530;459838;239682;191439;367710
7228;1490;Tersløse Sogn;Sorø;392720;224597;192430;306005;426155;253099;206042;346736;1920;90;3500;459838;239682;191439;367710
7229;100;Skellebjerg Sogn;Sorø;378612;196542;0;323087;406289;209593;0;344243;230;0;340;459838;239682;191439;367710
7230;160;Niløse Sogn;Sorø;402236;205038;181024;326869;417160;218929;172537;344234;330;20;510;459838;239682;191439;367710
7231;80;Ørslev Sogn;Kalundborg;398523;198177;0;334566;473182;209662;0;375579;150;0;230;449573;231549;198314;344620
7232;60;Solbjerg Sogn;Kalundborg;384580;233104;0;343617;420839;247945;0;361752;130;0;200;449573;231549;198314;344620
7233;130;Havrebjerg Sogn;Slagelse;412649;230241;236552;341196;439651;246125;228228;371948;280;20;430;431338;227437;174987;332236
7234;170;Gierslev Sogn;Kalundborg;410181;206665;160331;352817;443171;226041;215079;373495;420;30;620;449573;231549;198314;344620
7235;1630;Finderup Sogn;Kalundborg;399959;215319;148123;296973;434288;226406;160494;330582;1950;190;3760;449573;231549;198314;344620
7236;1000;Gørlev Sogn;Kalundborg;399838;204308;174000;280378;436191;215451;198613;325234;1080;80;2170;449573;231549;198314;344620
7238;430;Kirke Helsinge Sogn;Kalundborg;409335;205475;175390;302661;438359;227897;177736;335772;500;30;960;449573;231549;198314;344620
7239;210;Drøsselbjerg Sogn;Kalundborg;385467;211464;0;294665;477300;236361;0;358898;230;0;440;449573;231549;198314;344620
7245;730;Stenlille Sogn;Sorø;390528;212003;179653;302486;416002;220735;170842;330146;1050;60;1850;459838;239682;191439;367710
7246;390;Orø Sogn;Holbæk;372290;206508;177221;271541;388305;227324;206965;303370;360;20;770;463471;234973;188307;364434
7247;650;Føllenslev Sogn;Kalundborg;390483;205357;222894;272828;420841;220177;229536;315622;610;30;1280;449573;231549;198314;344620
7248;360;Særslev Sogn;Kalundborg;387641;214358;158464;303478;417582;222265;199918;335469;550;30;950;449573;231549;198314;344620
7253;120;Værslev Sogn;Kalundborg;410445;205805;251224;329524;442208;216176;275129;353336;190;10;320;449573;231549;198314;344620
7254;80;Jorløse Sogn;Kalundborg;409482;203126;0;332326;623930;240553;0;481954;150;0;230;449573;231549;198314;344620
7255;200;Vallekilde Sogn;Odsherred;398049;208963;116538;316847;437414;225332;148287;362840;410;20;630;421013;227006;193761;320265
7256;800;Hørve Sogn;Odsherred;386252;210084;191948;293175;404385;217006;194147;319362;1050;70;1920;421013;227006;193761;320265
7257;190;Sejerø Sogn;Kalundborg;314485;195954;0;226853;340895;208159;0;254736;100;0;290;449573;231549;198314;344620
7258;2720;Nykøbing Sj Sogn;Odsherred;385947;219741;185906;265425;424442;230408;200159;311496;2070;120;4900;421013;227006;193761;320265
7259;820;Rørvig Sogn;Odsherred;392962;224256;0;271600;464217;255166;0;335636;520;0;1340;421013;227006;193761;320265
7260;640;Odden Sogn;Odsherred;376145;204199;208259;238472;410157;220292;208914;296046;440;20;1090;421013;227006;193761;320265
7261;1470;Højby Sogn;Odsherred;371720;207242;195129;261958;404075;225613;199045;304018;1230;70;2770;421013;227006;193761;320265
7262;1100;Vig Sogn;Odsherred;380512;212276;180008;283922;417952;221706;181989;323451;1310;80;2490;421013;227006;193761;320265
7263;330;Nørre Asmindrup Sogn;Odsherred;385507;208019;211495;293275;416490;231952;208245;335290;470;30;840;421013;227006;193761;320265
7264;530;Egebjerg Sogn;Odsherred;392321;212047;174302;289070;440363;228303;182582;337711;600;30;1160;421013;227006;193761;320265
7265;880;Grevinge Sogn;Odsherred;377982;205152;192496;279364;403108;218387;196414;315978;1060;60;2000;421013;227006;193761;320265
7266;1510;Asnæs Sogn;Odsherred;393306;210428;189968;288838;431826;227676;192696;326305;1540;100;3160;421013;227006;193761;320265
7267;1250;Fårevejle Sogn;Odsherred;391514;205248;198599;303127;430118;224029;197717;334912;1590;100;2940;421013;227006;193761;320265
7268;2430;Vor Frue Sogn;Kalundborg;427684;225345;153885;263881;475188;240369;174943;332277;1830;240;4500;449573;231549;198314;344620
7269;1890;Raklev Sogn;Kalundborg;471969;224737;180438;351268;508180;255755;218070;395482;2500;100;4480;449573;231549;198314;344620
7270;320;Røsnæs Sogn;Kalundborg;422162;200891;214286;292631;454968;221451;211215;334718;310;10;640;449573;231549;198314;344620
7271;300;Tømmerup Sogn;Kalundborg;415628;203819;226617;350059;452541;234250;242070;378407;650;30;980;449573;231549;198314;344620
7272;460;Årby Sogn;Kalundborg;432201;209961;261147;353746;452986;230838;279682;377281;960;60;1480;449573;231549;198314;344620
7273;370;Rørby Sogn;Kalundborg;423788;210140;249563;322788;449588;232444;251236;366581;650;40;1060;449573;231549;198314;344620
7274;4140;Sankt Nikolai Sogn;Holbæk;434568;229350;169758;326881;508945;261656;181424;392195;5600;540;10280;463471;234973;188307;364434
7275;4200;Tveje Merløse Sogn;Holbæk;395518;220577;174430;285190;449956;228013;184836;335124;4650;560;9400;463471;234973;188307;364434
7278;600;Nørre Jernløse Sogn;Holbæk;415421;200721;165686;327643;444911;218972;175751;355910;1040;60;1700;463471;234973;188307;364434
7279;120;Kvanløse Sogn;Holbæk;420125;201034;144694;356738;448899;221972;180666;371431;260;10;390;463471;234973;188307;364434
7280;150;Sønder Jernløse Sogn;Holbæk;418692;199604;180061;341207;473367;214887;170151;381460;310;20;470;463471;234973;188307;364434
7281;120;Søstrup Sogn;Holbæk;434340;206863;151314;375992;498718;225553;151354;419380;320;10;450;463471;234973;188307;364434
7284;1140;Tølløse Sogn;Holbæk;421546;221633;166082;333481;469161;235347;172347;370656;1840;140;3110;463471;234973;188307;364434
7286;250;Soderup Sogn;Holbæk;442382;220080;233787;387616;509545;258174;250432;437071;660;20;930;463471;234973;188307;364434
7287;260;Kirke Eskilstrup Sogn;Holbæk;416656;221561;167148;349611;471980;237259;176294;391413;560;30;840;463471;234973;188307;364434
7288;490;Store Tåstrup Sogn;Holbæk;396884;201221;194904;307812;419426;210177;186432;333325;780;50;1310;463471;234973;188307;364434
7289;330;Ugerløse Sogn;Holbæk;395964;196050;150493;328865;425966;208564;179151;350197;690;30;1050;463471;234973;188307;364434
7290;380;Undløse Sogn;Holbæk;397055;207662;199147;323548;416335;226132;200687;344208;720;50;1150;463471;234973;188307;364434
7291;70;Søndersted Sogn;Holbæk;418446;205600;183900;361061;485040;264768;167738;415006;190;10;270;463471;234973;188307;364434
7294;290;Hagested Sogn;Holbæk;410892;206740;181807;331594;450725;239243;215376;371746;550;30;870;463471;234973;188307;364434
7295;420;Gislinge Sogn;Holbæk;411296;201492;177578;337983;441693;215176;187878;357964;790;40;1250;463471;234973;188307;364434
7296;390;Kundby Sogn;Holbæk;397836;198829;180909;332013;439832;213557;195451;361921;850;50;1280;463471;234973;188307;364434
7299;1640;Jyderup Sogn;Holbæk;391534;210024;174240;282783;428262;224306;188592;322173;1690;140;3460;463471;234973;188307;364434
7300;130;Holmstrup Sogn;Holbæk;406249;195416;0;344740;493642;257683;0;398930;210;0;340;463471;234973;188307;364434
7304;1150;Karrebæk Sogn;Næstved;416560;214833;187894;286087;522465;254779;293556;372379;920;30;2090;448150;229539;178083;347953
7305;180;Fodby Sogn;Næstved;446290;220556;0;371002;562469;247687;0;447186;330;0;520;448150;229539;178083;347953
7306;1650;Herlufsholm Sogn;Næstved;443816;228086;164050;356044;496601;252049;176732;394426;2720;200;4570;448150;229539;178083;347953
7307;80;Gunderslev Sogn;Næstved;412922;202318;0;349765;449520;219576;0;371985;180;0;270;448150;229539;178083;347953
7308;1610;Skælskør Sogn;Slagelse;393585;220283;165205;277458;429858;231815;177886;318997;1390;90;3090;431338;227437;174987;332236
7309;1110;Eggeslevmagle Sogn;Slagelse;406092;212185;160363;298190;454416;223971;171300;339586;1190;50;2340;431338;227437;174987;332236
7310;80;Høve Sogn;Slagelse;385635;189177;0;312199;477803;203734;0;386857;160;0;240;431338;227437;174987;332236
7311;150;Flakkebjerg Sogn;Slagelse;395891;199497;168128;347373;411265;208711;182876;346288;350;20;520;431338;227437;174987;332236
7312;50;Skørpinge Sogn;Slagelse;373777;199715;0;305064;464736;228091;0;384099;110;0;170;431338;227437;174987;332236
7313;60;Fårdrup Sogn;Slagelse;397123;185428;0;345039;408171;187654;0;343009;140;0;200;431338;227437;174987;332236
7314;370;Sørbymagle Sogn;Slagelse;415589;207830;194384;339061;431927;230936;195408;359656;730;30;1140;431338;227437;174987;332236
7315;70;Kirkerup Sogn;Slagelse;404507;204074;0;348288;507358;215440;0;413058;160;0;240;431338;227437;174987;332236
7316;360;Gimlinge Sogn;Slagelse;395113;199038;184138;317444;419456;216688;196528;340374;620;30;1010;431338;227437;174987;332236
7317;200;Hårslev Sogn;Næstved;372450;204198;125854;301830;395349;211799;159377;320075;360;30;590;448150;229539;178083;347953
7319;80;Hyllested Sogn;Slagelse;383618;203156;0;337011;419619;208146;0;351238;180;0;260;431338;227437;174987;332236
7321;390;Holsteinborg Sogn;Slagelse;389013;222822;157052;282923;435798;242998;175797;329491;340;20;740;431338;227437;174987;332236
7322;70;Ørslev Sogn;Slagelse;392418;203206;0;330876;458479;231710;0;371532;120;0;190;431338;227437;174987;332236
7323;60;Sønder Bjerge Sogn;Slagelse;387925;198573;0;353156;415810;200794;0;354787;180;0;240;431338;227437;174987;332236
7324;160;Tjæreby Sogn;Slagelse;401501;193303;287542;336808;435090;219958;295550;360401;320;20;510;431338;227437;174987;332236
7325;130;Magleby Sogn;Slagelse;389984;192830;218550;324207;440170;208136;224393;350342;230;20;380;431338;227437;174987;332236
7328;100;Tystrup Sogn;Næstved;428909;229979;0;332323;484287;257204;0;394938;170;0;270;448150;229539;178083;347953
7330;110;Krummerup Sogn;Næstved;381726;201070;209309;335412;447352;223000;204055;372924;240;10;360;448150;229539;178083;347953
7331;840;Fuglebjerg Sogn;Næstved;381241;209728;178492;271145;410320;223719;191936;313845;860;60;1770;448150;229539;178083;347953
7332;240;Førslev Sogn;Næstved;394617;207483;140667;315189;426992;209182;157204;340571;410;20;670;448150;229539;178083;347953
7333;150;Vallensved Sogn;Næstved;397199;204164;133640;319756;437562;221232;159242;351801;270;20;440;448150;229539;178083;347953
