"Gennemsnitsalder efter sogn og tid"

" ","2014","2015","2016","2017"
"8160 Glesborg (Norddjurs Kommune)",46.1,46.4,45.9,47.0
"8161 Ørum (Norddjurs Kommune)",43.3,43.8,43.6,44.4
"8162 Ginnerup (Norddjurs Kommune)",42.3,42.9,42.8,43.7
"8163 Nimtofte (Syddjurs Kommune)",41.8,42.5,42.6,42.9
"8164 Tøstrup (Syddjurs Kommune)",38.8,39.6,40.5,40.8
"8165 Anholt (Norddjurs Kommune)",48.8,50.9,53.0,53.8
"8166 Ålsø (Norddjurs Kommune)",46.5,46.3,46.5,46.4
"8167 Hoed (Norddjurs Kommune)",43.6,45.7,46.0,45.3
"8168 Vejlby (Norddjurs Kommune)",38.0,39.2,39.3,40.4
"8169 Homå (Norddjurs Kommune)",38.9,39.9,39.4,40.1
"8170 Lyngby (Norddjurs Kommune)",41.6,41.9,42.5,42.7
"8171 Albøge (Norddjurs Kommune)",41.9,42.3,42.2,42.4
"8172 Hyllested (Syddjurs Kommune)",46.1,47.0,47.8,48.4
"8173 Rosmus (Syddjurs Kommune)",42.6,43.9,43.4,43.9
"8174 Tirstrup (Syddjurs Kommune)",42.9,43.4,44.4,43.8
"8175 Fuglslev (Syddjurs Kommune)",48.9,51.0,52.1,53.0
"8176 Feldballe (Syddjurs Kommune)",38.4,38.8,39.7,39.8
"8177 Nødager (Syddjurs Kommune)",39.9,40.2,40.1,40.6
"8178 Kolind (Syddjurs Kommune)",41.3,41.6,41.3,41.4
"8179 Ebdrup (Syddjurs Kommune)",46.7,45.7,45.7,46.8
"8180 Skarresø (Syddjurs Kommune)",43.5,44.8,44.9,43.9
"8181 Sankt Mortens (Randers Kommune)",42.3,42.2,41.9,41.9
"8182 Sankt Peders (Randers Kommune)",40.1,40.0,39.9,40.0
"8183 Sankt Clemens (Randers Kommune)",42.4,42.6,42.6,42.5
"8184 Dronningborg (Randers Kommune)",43.1,43.6,43.8,44.2
"8185 Glenstrup (Mariagerfjord Kommune)",42.7,42.9,43.2,43.9
"8186 Skjellerup (Mariagerfjord Kommune)",40.0,40.0,41.4,41.2
"8187 Tvede (Randers Kommune)",42.2,42.3,41.4,42.3
"8188 Linde (Randers Kommune)",40.5,41.0,40.6,41.4
"8189 Udbyneder (Randers Kommune)",41.7,41.4,42.4,42.9
"8190 Kastbjerg (Randers Kommune, Mariagerfjord Kommune)",39.2,38.4,39.6,41.8
"8191 Dalbyneder (Randers Kommune)",42.7,43.7,42.4,42.7
"8192 Dalbyover (Randers Kommune)",40.5,41.2,41.3,41.8
"8193 Råby (Randers Kommune)",43.2,44.3,44.9,44.9
"8194 Sødring (Randers Kommune)",45.2,46.0,46.2,47.4
"8195 Øster Tørslev (Randers Kommune)",42.6,42.8,43.5,43.6
"8196 Gjerlev (Randers Kommune)",44.3,44.6,44.7,44.1
"8197 Enslev (Randers Kommune)",38.6,38.9,39.4,39.9
"8198 Hobro (Mariagerfjord Kommune)",42.7,42.8,43.0,43.1
"8199 Mariager (Mariagerfjord Kommune)",45.4,45.8,46.0,46.3
"8200 Falslev (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"8201 Vindblæs (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"8202 Hem (Mariagerfjord Kommune)",41.3,41.7,43.2,43.4
"8203 Sem (Mariagerfjord Kommune)",42.6,42.2,43.2,44.3
"8204 Sønder Onsild (Mariagerfjord Kommune)",37.2,37.1,37.8,38.5
"8205 Nørre Onsild (Mariagerfjord Kommune)",39.0,38.5,39.1,39.1
"8206 Hvornum (Mariagerfjord Kommune)",41.0,41.7,41.6,40.8
"8207 Snæbum (Mariagerfjord Kommune)",38.8,39.8,39.8,40.3
"8208 Borup (Randers Kommune)",40.6,40.7,41.5,38.7
"8209 Gimming (Randers Kommune)",34.9,35.4,36.0,36.5
"8210 Lem (Randers Kommune)",41.4,40.4,40.5,40.5
"8211 Harridslev (Randers Kommune)",41.8,41.5,41.6,41.4
"8212 Albæk (Randers Kommune)",42.1,43.2,43.4,43.8
"8213 Kristrup (Randers Kommune)",41.6,41.8,42.0,42.1
"8214 Virring (Randers Kommune)",40.0,41.1,41.5,41.6
"8215 Essenbæk (Randers Kommune)",40.4,40.6,41.0,41.2
"8216 Hørning (Randers Kommune)",38.4,38.3,38.2,38.1
"8217 Fausing (Norddjurs Kommune, Randers Kommune)",41.6,41.7,41.2,42.8
"8218 Auning (Norddjurs Kommune)",41.4,41.8,42.2,42.4
"8219 Marie Magdalene (Syddjurs Kommune)",39.9,40.3,40.5,40.8
"8220 Koed (Syddjurs Kommune)",41.1,41.2,41.7,42.0
"8221 Øster Alling (Norddjurs Kommune)",38.9,39.3,39.4,40.2
"8222 Vester Alling (Norddjurs Kommune)",36.6,36.7,37.7,38.6
"8223 Hvilsager (Syddjurs Kommune)",42.0,42.6,42.3,43.9
"8224 Lime (Syddjurs Kommune)",39.7,40.5,40.9,41.1
"8225 Mygind (Syddjurs Kommune)",35.3,39.6,40.6,41.5
"8226 Krogsbæk (Syddjurs Kommune)",40.2,40.6,40.6,41.4
"8227 Skørring (Syddjurs Kommune)",43.7,43.4,42.8,43.0
"8228 Søby (Syddjurs Kommune)",37.6,37.1,37.9,38.3
"8229 Skader (Syddjurs Kommune)",41.5,41.3,43.3,43.0
"8230 Halling (Syddjurs Kommune)",42.4,42.6,42.7,41.6
"8231 Grenaa (Norddjurs Kommune)",44.3,44.4,44.3,44.5
"8232 Hammelev (Norddjurs Kommune)",42.2,43.2,43.5,45.4
"8233 Enslev (Norddjurs Kommune)",40.0,39.7,39.8,39.5
"8234 Karlby (Norddjurs Kommune)",41.7,42.0,43.4,43.2
"8235 Voldby (Norddjurs Kommune)",40.8,40.9,41.4,41.3
"8236 Veggerslev (Norddjurs Kommune)",43.8,43.1,45.0,43.6
"8237 Villersø (Norddjurs Kommune)",40.0,40.9,40.6,41.4
"8238 Gjerrild (Norddjurs Kommune)",46.9,48.5,48.9,49.2
"8239 Hemmed (Norddjurs Kommune)",49.1,49.9,50.7,51.4
"8240 Rimsø (Norddjurs Kommune)",45.8,43.9,44.6,45.2
"8241 Kastbjerg (Norddjurs Kommune)",44.7,46.4,47.2,46.8
"8242 Thorsager (Syddjurs Kommune)",40.5,41.3,41.7,42.1
"8243 Bregnet (Syddjurs Kommune)",42.9,43.3,43.6,43.4
"8244 Mørke (Syddjurs Kommune)",40.7,40.8,40.9,41.3
"8245 Hornslet (Syddjurs Kommune)",40.8,41.0,41.2,41.5
"8246 Skødstrup (Aarhus Kommune)",37.7,37.8,37.5,37.5
"8247 Todbjerg (Aarhus Kommune)",38.7,38.5,38.5,38.5
"8248 Mejlby (Aarhus Kommune)",35.7,36.3,36.2,36.8
"8249 Hjortshøj (Aarhus Kommune)",38.3,38.1,38.4,38.9
"8250 Egå (Aarhus Kommune)",45.7,45.8,45.5,45.2
"8251 Ebeltoft (Syddjurs Kommune)",0.0,0.0,0.0,0.0
"8252 Dråby (Syddjurs Kommune)",0.0,0.0,0.0,0.0
"8253 Tved (Syddjurs Kommune)",46.8,47.4,48.3,48.5
"8254 Agri (Syddjurs Kommune)",44.4,44.7,46.1,46.9
"8255 Egens (Syddjurs Kommune)",41.1,42.9,43.0,42.9
"8256 Knebel (Syddjurs Kommune)",51.5,51.9,51.6,53.1
"8257 Rolsø (Syddjurs Kommune)",44.4,45.2,46.7,46.7
"8258 Vistoft (Syddjurs Kommune)",48.1,47.6,48.7,49.2
"8259 Helgenæs (Syddjurs Kommune)",54.0,54.0,53.8,54.3
"8260 Holbæk (Norddjurs Kommune)",40.2,39.7,40.6,40.3
"8261 Udby (Norddjurs Kommune)",50.7,52.1,52.8,53.0
"8262 Voer (Norddjurs Kommune)",42.9,43.5,44.1,44.8
"8263 Estruplund (Norddjurs Kommune)",46.7,47.5,48.0,49.2
"8264 Ørsted (Norddjurs Kommune)",44.8,44.9,45.1,45.2
"8265 Vivild (Norddjurs Kommune)",43.9,44.0,44.3,44.3
"8266 Vejlby (Norddjurs Kommune)",42.7,43.5,43.1,43.1
"8267 Gjesing (Norddjurs Kommune)",42.2,41.7,40.7,41.7
"8268 Nørager (Norddjurs Kommune)",42.5,42.4,43.4,44.3
"8269 Aars (Vesthimmerlands Kommune)",42.9,43.0,43.3,43.5
"8270 Havbro (Vesthimmerlands Kommune)",37.1,37.8,37.5,38.3
"8271 Vester Hornum (Vesthimmerlands Kommune)",37.4,37.2,38.0,37.7
"8272 Flejsborg (Vesthimmerlands Kommune)",40.1,40.6,40.1,40.9
"8273 Ulstrup (Vesthimmerlands Kommune)",39.5,40.0,40.2,40.8
"8274 Gundersted (Vesthimmerlands Kommune)",39.7,39.8,40.3,41.2
"8275 Blære (Vesthimmerlands Kommune)",38.4,38.7,39.1,38.7
"8276 Ejdrup (Aalborg Kommune)",39.5,38.9,39.4,39.0
"8277 Skivum (Vesthimmerlands Kommune)",39.1,39.9,41.1,42.2
"8278 Giver (Vesthimmerlands Kommune)",38.3,37.9,37.7,38.7
"8279 Brorstrup (Rebild Kommune)",38.4,38.6,38.1,39.0
"8280 Ravnkilde (Rebild Kommune)",37.7,39.0,40.0,40.3
"8281 Strandby (Vesthimmerlands Kommune)",42.4,42.4,43.4,44.3
"8282 Farsø (Vesthimmerlands Kommune)",44.1,43.9,43.8,44.0
"8283 Ullits (Vesthimmerlands Kommune)",36.9,37.7,37.4,37.3
"8284 Fovlum (Vesthimmerlands Kommune)",39.2,40.0,40.3,40.8
"8285 Louns (Vesthimmerlands Kommune)",49.7,50.5,52.4,53.3
"8286 Alstrup (Vesthimmerlands Kommune)",47.0,48.1,49.4,51.1
"8287 Gislum (Vesthimmerlands Kommune)",37.8,37.8,37.6,37.4
"8288 Vognsild (Vesthimmerlands Kommune)",37.6,37.7,37.9,38.2
"8289 Kongens Tisted (Rebild Kommune)",38.1,38.6,39.3,39.0
"8290 Binderup (Rebild Kommune)",34.7,35.0,34.9,35.6
"8291 Durup (Rebild Kommune)",43.4,43.6,43.1,42.5
"8292 Rørbæk (Rebild Kommune)",40.3,40.3,41.3,42.1
"8293 Grynderup (Rebild Kommune)",40.0,39.5,40.6,40.7
"8294 Skibsted (Rebild Kommune)",40.6,41.1,41.4,43.3
"8295 Lyngby (Rebild Kommune)",41.2,42.4,43.5,45.4
"8296 Store Brøndum (Rebild Kommune)",39.8,39.6,40.5,40.8
"8297 Siem (Rebild Kommune)",40.0,40.0,40.1,40.7
"8298 Torup (Rebild Kommune)",41.8,41.6,42.3,41.8
"8299 Gerding (Rebild Kommune)",41.5,43.1,43.3,44.4
"8300 Blenstrup (Rebild Kommune)",40.5,41.6,42.2,41.8
"8301 Skørping (Rebild Kommune)",42.5,42.6,42.6,42.8
"8302 Fræer (Rebild Kommune)",41.0,41.7,42.4,43.2
"8303 Als (Mariagerfjord Kommune)",46.8,46.7,47.1,47.4
"8304 Skelund (Mariagerfjord Kommune)",40.7,41.8,42.2,42.6
"8305 Visborg (Mariagerfjord Kommune)",39.5,40.1,40.6,40.4
"8306 Hadsund (Mariagerfjord Kommune)",47.3,47.3,47.7,0.0
"8307 Vive (Mariagerfjord Kommune)",42.2,42.9,42.9,0.0
"8308 Rostrup (Mariagerfjord Kommune)",40.5,41.6,41.7,42.2
"8309 Oue (Mariagerfjord Kommune)",43.3,43.5,43.5,43.7
"8310 Valsgaard (Mariagerfjord Kommune)",35.4,35.8,36.2,36.6
"8311 Astrup (Mariagerfjord Kommune)",39.9,40.2,40.7,41.1
"8312 Storarden (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"8313 Rold (Mariagerfjord Kommune)",39.0,40.1,39.1,39.8
"8314 Vebbestrup (Mariagerfjord Kommune)",37.1,37.6,38.2,38.8
"8315 Øls (Mariagerfjord Kommune)",41.3,42.9,43.3,43.5
"8316 Hørby (Mariagerfjord Kommune)",38.0,38.5,38.8,39.8
"8317 Døstrup (Mariagerfjord Kommune)",38.2,38.5,38.6,38.0
"8318 Gunderup (Aalborg Kommune)",38.9,39.3,39.5,39.5
"8319 Nøvling (Aalborg Kommune)",40.3,40.8,40.8,41.3
"8320 Romdrup (Aalborg Kommune)",37.4,0.0,0.0,0.0
"8321 Klarup (Aalborg Kommune)",41.9,0.0,0.0,0.0
"8322 Gudum (Aalborg Kommune)",0.0,0.0,0.0,0.0
"8323 Lillevorde (Aalborg Kommune)",39.1,40.6,40.6,41.1
"8324 Mou (Aalborg Kommune)",45.5,45.9,45.7,46.5
"8325 Storvorde (Aalborg Kommune)",39.7,40.2,40.6,40.5
"8326 Sejlflod (Aalborg Kommune)",37.8,38.5,39.4,39.5
"8327 Nibe (Aalborg Kommune)",45.7,45.6,45.8,46.4
"8328 Vokslev (Aalborg Kommune)",34.6,35.1,35.1,35.4
"8329 Sønderholm (Aalborg Kommune)",39.5,40.1,39.9,39.6
"8330 Frejlev (Aalborg Kommune)",38.2,38.4,38.5,38.4
"8331 Nørholm (Aalborg Kommune)",41.6,42.0,41.4,42.6
"8332 Ellidshøj (Aalborg Kommune)",38.6,39.0,38.9,38.5
"8333 Svenstrup (Aalborg Kommune)",40.3,40.6,40.4,40.6
"8334 Øster Hornum (Rebild Kommune)",40.1,40.1,40.5,40.3
"8335 Støvring (Rebild Kommune)",40.9,41.0,40.6,40.6
"8336 Gravlev (Rebild Kommune)",38.7,39.2,38.7,39.2
"8337 Aarestrup (Rebild Kommune)",37.8,37.8,38.2,38.7
"8338 Haverslev (Rebild Kommune)",39.0,39.0,38.8,39.5
"8339 Sønderup (Rebild Kommune)",37.4,37.9,38.2,38.9
"8340 Suldrup (Rebild Kommune)",43.3,43.0,43.0,42.9
"8341 Veggerby (Rebild Kommune)",40.6,40.9,41.6,42.4
"8342 Bislev (Aalborg Kommune)",40.1,41.1,41.4,41.5
"8343 Sønder Kongerslev (Aalborg Kommune)",44.2,43.7,43.6,43.8
"8344 Nørre Kongerslev (Aalborg Kommune)",39.0,40.5,40.8,40.8
"8345 Komdrup (Aalborg Kommune)",43.2,43.5,43.9,44.4
"8346 Bælum (Rebild Kommune)",42.1,42.7,43.2,43.3
"8347 Solbjerg (Rebild Kommune)",42.2,44.0,43.9,44.2
"8348 Løgstør (Vesthimmerlands Kommune)",46.5,47.1,48.1,48.2
"8349 Løgsted (Vesthimmerlands Kommune)",38.3,38.8,38.6,39.2
"8350 Ranum (Vesthimmerlands Kommune)",43.8,43.7,43.9,44.6
"8351 Malle (Vesthimmerlands Kommune)",42.3,43.8,44.6,46.1
"8352 Overlade (Vesthimmerlands Kommune)",41.2,42.0,42.5,43.2
"8353 Hyllebjerg (Vesthimmerlands Kommune)",41.0,41.8,40.9,40.3
"8354 Vilsted (Vesthimmerlands Kommune)",40.5,41.5,39.7,40.6
"8355 Vindblæs (Vesthimmerlands Kommune)",39.6,40.0,40.6,40.3
"8356 Sebber (Aalborg Kommune)",43.9,44.9,44.2,44.9
"8357 Store Ajstrup (Aalborg Kommune)",44.0,42.5,42.6,43.0
"8358 Næsborg (Vesthimmerlands Kommune)",40.2,41.1,42.0,42.4
"8359 Kornum (Vesthimmerlands Kommune)",47.2,48.8,49.6,50.2
"8360 Salling (Vesthimmerlands Kommune)",40.1,40.7,40.9,42.0
"8361 Oudrup (Vesthimmerlands Kommune)",41.1,42.0,41.9,44.3
"8362 Farstrup (Aalborg Kommune)",41.8,41.2,40.6,40.7
"8363 Lundby (Aalborg Kommune)",40.0,39.5,38.7,39.3
"8364 Budolfi (Aalborg Kommune)",33.7,33.4,33.2,32.9
"8365 Ansgars (Aalborg Kommune)",38.1,38.3,37.8,37.8
"8366 Vor Frelsers (Aalborg Kommune)",33.3,33.0,32.8,32.6
"8367 Vesterkær (Aalborg Kommune)",44.0,43.3,42.9,42.5
"8368 Vor Frue (Aalborg Kommune)",35.7,35.1,34.7,34.6
"8369 Sankt Markus (Aalborg Kommune)",35.5,35.0,34.7,34.5
"8370 Sønder Tranders (Aalborg Kommune)",38.0,38.4,38.1,38.0
"8371 Nørre Tranders (Aalborg Kommune)",36.3,36.8,37.2,37.4
"8372 Vejgaard (Aalborg Kommune)",38.0,37.9,37.9,38.4
"8373 Hans Egedes (Aalborg Kommune)",38.5,38.5,38.2,37.4
"8374 Hasseris (Aalborg Kommune)",43.5,43.8,43.9,44.2
"8375 Nørresundby (Aalborg Kommune)",39.8,40.2,40.4,40.5
"8376 Hvorup (Aalborg Kommune)",43.0,43.3,43.2,43.0
"8377 Lindholm (Aalborg Kommune)",41.6,41.0,40.8,40.9
"8378 Vadum (Aalborg Kommune)",42.2,42.5,42.9,43.0
"8379 Aaby (Jammerbugt Kommune)",40.7,40.9,40.8,40.9
"8380 Biersted (Jammerbugt Kommune)",39.7,39.8,40.2,40.0
"8381 Sulsted (Aalborg Kommune)",39.9,40.4,40.4,40.1
"8382 Ajstrup (Aalborg Kommune)",41.2,41.5,42.3,42.6
"8383 Horsens (Aalborg Kommune)",39.9,40.1,39.7,39.8
"8384 Hammer (Aalborg Kommune)",41.8,42.3,42.9,42.5
"8385 Vester Hassing (Aalborg Kommune)",40.5,40.8,40.9,41.4
"8386 Ulsted (Aalborg Kommune)",40.2,40.2,41.0,40.8
"8387 Hals (Aalborg Kommune)",49.5,50.3,50.8,51.6
"8388 Ferslev (Aalborg Kommune)",38.8,39.5,40.0,40.2
"8389 Dall (Aalborg Kommune)",43.3,43.4,43.7,43.6
"8390 Volsted (Aalborg Kommune)",38.1,38.4,39.1,40.0
"8391 Lerup (Jammerbugt Kommune)",40.9,41.8,42.9,45.6
"8392 Tranum (Jammerbugt Kommune)",44.6,44.3,44.9,44.4
"8393 Brovst (Jammerbugt Kommune)",45.3,45.3,45.2,45.3
"8394 Øland (Jammerbugt Kommune)",41.6,41.4,42.1,42.2
"8395 Torslev (Jammerbugt Kommune)",42.3,42.9,43.5,43.7
"8396 Øster Svenstrup (Jammerbugt Kommune)",41.3,42.2,41.6,41.7
"8397 Haverslev (Jammerbugt Kommune)",39.5,39.9,40.0,40.2
"8398 Skræm (Jammerbugt Kommune)",36.4,36.8,37.2,38.1
"8399 Aggersborg (Vesthimmerlands Kommune)",44.1,44.4,45.6,46.2
"8400 Bejstrup (Jammerbugt Kommune)",41.5,42.7,43.0,43.2
"8401 Vedsted (Jammerbugt Kommune)",42.7,43.8,43.7,44.4
"8402 Brønderslev (Brønderslev Kommune)",43.7,43.7,43.6,43.8
"8403 Serritslev (Brønderslev Kommune)",39.6,40.0,40.7,40.7
"8404 Vrejlev (Hjørring Kommune)",39.6,40.2,40.6,41.2
"8405 Hæstrup (Hjørring Kommune)",42.3,42.6,42.5,41.1
"8406 Børglum (Hjørring Kommune)",43.1,44.2,44.0,44.4
"8407 Løkken-Furreby (Hjørring Kommune)",50.5,50.9,51.5,51.8
"8408 Vejby (Hjørring Kommune)",39.9,41.1,41.4,43.7
"8409 Sejlstrup (Hjørring Kommune)",40.5,41.3,42.4,42.2
"8410 Vrensted (Hjørring Kommune)",45.5,45.1,45.6,45.9
"8411 Tise (Brønderslev Kommune)",41.1,40.9,41.0,41.6
"8412 Tolstrup (Brønderslev Kommune)",40.9,41.4,40.2,40.9
"8413 Stenum (Brønderslev Kommune)",36.9,37.5,37.4,37.0
"8414 Vrå (Hjørring Kommune)",42.0,41.6,41.8,42.0
"8415 Em (Hjørring Kommune)",37.3,37.4,38.6,37.6
"8416 Jerslev (Brønderslev Kommune)",41.9,42.3,42.4,41.9
"8417 Hellum (Brønderslev Kommune)",43.2,44.0,44.7,45.3
"8418 Øster Brønderslev (Brønderslev Kommune)",38.2,38.5,39.1,39.1
"8419 Hallund (Brønderslev Kommune)",38.8,39.2,39.2,39.7
"8420 Ingstrup (Jammerbugt Kommune)",45.9,47.1,47.0,46.8
"8421 Vester Hjermitslev (Jammerbugt Kommune)",44.9,44.1,45.3,44.2
"8422 Saltum (Jammerbugt Kommune)",47.2,47.9,48.0,48.5
"8423 Alstrup (Jammerbugt Kommune)",41.6,43.5,45.3,43.3
"8424 Jetsmark (Jammerbugt Kommune)",42.4,42.7,42.6,43.0
"8425 Hune (Jammerbugt Kommune)",55.9,56.9,57.1,57.6
"8426 Gjøl (Jammerbugt Kommune)",44.0,44.9,45.3,45.3
"8427 Hjallerup (Brønderslev Kommune)",41.8,41.8,42.1,42.2
"8428 Mosbjerg (Hjørring Kommune)",41.8,42.9,43.7,43.6
"8429 Bindslev (Hjørring Kommune)",43.9,44.1,44.5,44.8
"8430 Elling (Frederikshavn Kommune)",44.7,45.0,45.4,45.6
"8431 Tolne (Hjørring Kommune)",43.9,44.6,44.7,45.4
"8432 Hørmested (Hjørring Kommune)",40.2,40.7,41.0,41.2
"8433 Åsted (Frederikshavn Kommune)",41.8,41.8,42.2,42.8
"8434 Skærum (Frederikshavn Kommune)",42.2,43.2,45.1,44.7
"8435 Flade (Frederikshavn Kommune)",41.3,42.3,42.3,42.6
"8436 Gærum (Frederikshavn Kommune)",41.2,41.8,42.8,42.8
"8437 Byrum (Læsø Kommune)",50.1,49.5,49.4,50.7
"8438 Hals (Læsø Kommune)",52.7,53.4,53.9,52.7
"8439 Vesterø (Læsø Kommune)",55.6,55.1,55.2,55.5
"8440 Sæby (Frederikshavn Kommune)",48.2,48.5,48.7,48.5
"8441 Understed (Frederikshavn Kommune)",43.6,44.2,44.4,44.4
"8442 Karup (Frederikshavn Kommune)",40.4,39.5,40.7,41.6
"8443 Volstrup (Frederikshavn Kommune)",43.9,44.7,45.1,43.0
"8444 Hørby (Frederikshavn Kommune)",40.4,40.3,40.6,41.2
"8445 Torslev (Frederikshavn Kommune)",41.2,41.8,42.6,42.4
"8446 Skæve (Frederikshavn Kommune)",44.8,45.4,45.9,45.4
"8447 Albæk-Lyngså (Frederikshavn Kommune)",43.5,43.2,44.1,44.3
"8448 Voer (Brønderslev Kommune)",40.0,40.6,40.6,40.7
"8449 Hellevad (Brønderslev Kommune)",41.3,41.7,41.9,42.7
"8450 Ørum (Brønderslev Kommune)",40.2,40.5,40.2,41.1
"8451 Dronninglund (Brønderslev Kommune)",42.8,43.0,43.2,43.3
"8452 Aså (Brønderslev Kommune)",44.9,45.5,46.0,46.4
"8454 Sankt Catharinæ (Hjørring Kommune)",42.1,42.3,42.3,42.6
"8455 Sankt Hans (Hjørring Kommune)",41.3,41.2,41.2,41.4
"8456 Sankt Olai (Hjørring Kommune)",40.4,40.5,40.9,40.9
"8457 Ugilt (Hjørring Kommune)",39.8,40.4,41.3,41.2
"8458 Tårs (Hjørring Kommune)",43.0,43.7,43.9,44.2
"8459 Sindal (Hjørring Kommune)",45.0,45.3,44.9,45.3
"8460 Astrup (Hjørring Kommune)",40.6,41.1,41.5,41.3
"8461 Bjergby (Hjørring Kommune)",40.7,41.2,42.2,43.3
"8462 Mygdal (Hjørring Kommune)",42.4,42.9,43.2,42.4
"8463 Horne (Hjørring Kommune)",41.1,41.3,41.7,42.5
"8464 Asdal (Hjørring Kommune)",42.7,44.0,44.5,44.7
"8465 Hirtshals (Hjørring Kommune)",45.4,45.9,46.5,46.9
"8466 Tornby (Hjørring Kommune)",45.1,45.5,46.2,46.7
"8467 Vidstrup (Hjørring Kommune)",40.6,40.9,41.9,42.6
"8468 Skallerup (Hjørring Kommune)",44.9,45.5,45.8,46.4
"8469 Vennebjerg (Hjørring Kommune)",42.5,43.1,43.8,44.1
"8470 Rubjerg (Hjørring Kommune)",45.6,46.2,46.1,47.3
"8471 Lyngby (Hjørring Kommune)",51.6,52.1,51.4,52.1
"8472 Jelstrup (Hjørring Kommune)",42.5,42.7,42.6,42.8
"8473 Mårup (Hjørring Kommune)",55.6,56.7,57.7,57.7
"8474 Harritslev (Hjørring Kommune)",44.3,47.1,47.0,46.9
"8475 Rakkeby (Hjørring Kommune)",41.1,41.9,42.1,42.6
"8476 Frederikshavn (Frederikshavn Kommune)",43.6,43.9,43.8,44.1
"8478 Abildgård (Frederikshavn Kommune)",42.8,42.7,42.7,42.8
"8479 Bangsbostrand (Frederikshavn Kommune)",45.1,45.2,45.6,45.6
"8480 Skagen (Frederikshavn Kommune)",48.3,48.5,48.8,49.1
"8481 Råbjerg (Frederikshavn Kommune)",48.1,49.3,50.3,49.9
"8482 Tversted (Hjørring Kommune)",50.9,51.5,52.5,52.3
"8483 Uggerby (Hjørring Kommune)",44.6,45.6,45.5,46.0
"8484 Sahl (Viborg Kommune)",40.4,41.3,40.9,40.4
"8485 Gullev (Viborg Kommune)",33.7,33.5,34.5,35.4
"8486 Hvorslev (Favrskov Kommune)",38.6,39.8,39.3,40.1
"8487 Gerning (Favrskov Kommune)",41.7,42.3,42.6,43.6
"8488 Vellev (Favrskov Kommune)",38.3,38.2,39.4,39.4
"8489 Vejerslev (Favrskov Kommune)",37.9,38.2,38.6,39.3
"8490 Aidt (Favrskov Kommune)",36.2,36.9,37.4,37.4
"8491 Thorsø (Favrskov Kommune)",42.1,42.4,42.3,42.5
"8492 Houlbjerg (Favrskov Kommune)",38.5,38.3,38.9,39.5
"8493 Granslev (Favrskov Kommune)",40.6,42.2,42.5,43.3
"8494 Haurum (Favrskov Kommune)",40.6,41.1,41.3,41.6
"8495 Sall (Favrskov Kommune)",37.6,38.1,38.4,41.2
"8496 Balle (Silkeborg Kommune)",38.1,38.6,38.9,39.0
"8497 Tårup (Viborg Kommune)",42.3,42.5,42.5,42.2
"8498 Kvols (Viborg Kommune)",46.7,45.5,45.7,45.1
"8499 Kobberup (Skive Kommune, Viborg Kommune)",37.8,37.6,38.0,38.2
"8500 Stoholm (Viborg Kommune)",42.4,42.6,42.7,42.6
"8501 Sparkær (Viborg Kommune)",39.1,39.7,40.7,41.4
"8502 Gammelstrup (Viborg Kommune)",39.4,40.4,39.7,39.0
"8503 Daugbjerg (Viborg Kommune)",39.5,40.7,41.0,41.1
"8504 Mønsted (Viborg Kommune)",40.3,40.0,40.2,40.9
"8505 Smollerup (Viborg Kommune)",36.7,37.2,37.5,38.0
"8506 Vridsted (Viborg Kommune)",40.1,40.3,40.1,40.6
"8507 Fly (Viborg Kommune)",39.6,39.7,39.9,40.2
"8508 Vroue (Viborg Kommune)",43.0,43.5,43.8,43.0
"8509 Resen (Viborg Kommune)",36.5,38.3,38.7,40.2
"8510 Nørbæk (Randers Kommune)",38.6,38.7,39.2,38.9
"8511 Sønderbæk (Randers Kommune)",38.0,38.1,38.8,38.6
"8512 Læsten (Randers Kommune)",43.4,44.1,43.8,43.9
"8513 Øster Bjerregrav (Randers Kommune)",40.8,41.0,41.5,42.0
"8514 Ålum (Randers Kommune)",41.5,42.9,43.5,43.6
"8515 Tånum (Randers Kommune)",41.9,41.6,41.9,42.1
"8516 Hornbæk (Randers Kommune)",40.3,40.5,41.1,41.7
"8517 Vesterbølle (Vesthimmerlands Kommune)",38.2,39.2,39.5,39.5
"8518 Østerbølle (Vesthimmerlands Kommune)",38.5,39.1,39.3,38.9
"8519 Gedsted (Vesthimmerlands Kommune)",45.0,45.2,45.8,45.0
"8520 Fjelsø (Vesthimmerlands Kommune)",41.3,40.8,41.1,42.2
"8521 Simested (Viborg Kommune, Vesthimmerlands Kommune, Mariagerfjord Kommune)",41.6,42.1,42.6,41.8
"8522 Testrup (Vesthimmerlands Kommune)",40.1,39.9,39.5,39.3
"8523 Hvam (Viborg Kommune, Vesthimmerlands Kommune)",39.9,41.0,41.2,41.2
"8524 Hvilsom (Viborg Kommune, Mariagerfjord Kommune)",39.4,40.2,40.9,41.4
"8525 Hersom (Viborg Kommune)",38.9,38.3,38.5,38.9
"8526 Vester Bjerregrav (Viborg Kommune)",39.4,40.2,40.5,40.7
"8527 Klejtrup (Viborg Kommune)",41.9,42.0,42.4,42.8
"8528 Vester Tostrup (Viborg Kommune)",44.3,44.6,44.7,45.1
"8529 Roum (Viborg Kommune)",41.6,42.2,42.2,42.4
